epoch,train_loss,train_acc,train_ppl,val_loss,val_acc,val_ppl,test_loss,test_acc,test_ppl
1,2.1284127197265623,28.85,8.401520654194877,2.181435888671875,23.52,8.859017693584368,2.1782117919921875,23.22,8.83050135846567
2,2.0221875610351563,36.05,7.554833529754542,2.10556298828125,27.46,8.21172481330181,2.1076395263671874,27.04,8.228794489410427
3,1.9505809326171875,40.65,7.03277196072083,2.06581572265625,29.74,7.8917327379670015,2.064312841796875,28.57,7.879881311759295
4,1.8896240844726562,44.95,6.616880825215775,2.03096181640625,30.74,7.621413234948472,2.0295171630859374,30.56,7.610410884217899
5,1.8405799560546876,45.55,6.300191035636703,2.000895703125,31.02,7.3956774645155,2.0002878295898436,30.98,7.391183194022706
6,1.7985675659179687,46.65,6.040987946775427,1.9804619873046876,31.16,7.246089813507848,1.9785851928710938,31.63,7.232503146159453
7,1.7598521118164063,49.35,5.811577867152607,1.960518505859375,33.0,7.103009062323597,1.9581531494140625,32.67,7.086227768751526
8,1.7256943969726561,50.85,5.61641970076118,1.9466178955078124,32.48,7.00495597874881,1.94373115234375,32.36,6.984763629048714
9,1.694432861328125,52.8,5.443557837435031,1.933153515625,33.04,6.911270712736242,1.930019287109375,32.76,6.889643121600295
10,1.6650578002929688,54.25,5.28597877205269,1.923347265625,33.34,6.84382828342277,1.9190543090820313,33.03,6.814510999951613
11,1.6357491455078126,55.3,5.133302147177271,1.9101555908203125,33.26,6.7541395989024196,1.9067725952148438,33.87,6.731328980187022
12,1.6092810668945312,56.15,4.999215833800247,1.9009216552734376,34.02,6.692059372683553,1.897798095703125,33.75,6.67118893857575
13,1.5840963134765624,57.65,4.874884020385055,1.89159990234375,34.12,6.629967500787493,1.88836953125,34.45,6.6085848010425945
14,1.5596936645507813,59.1,4.757363672758417,1.8830487060546874,34.28,6.5735150592494875,1.8796626708984374,34.47,6.55129454710666
15,1.5386312866210938,57.65,4.658210151150829,1.8769107666015625,34.02,6.533290795155393,1.8729223510742188,34.61,6.507285211713295
16,1.5165975341796876,60.95,4.556694791010195,1.86849140625,34.98,6.478515575390477,1.8650628662109374,35.23,6.456341758976146
17,1.4966731567382812,61.75,4.466803967184737,1.8596206787109375,35.38,6.421300573396498,1.8572962646484374,35.26,6.406392145436351
18,1.4793770751953126,62.8,4.390210058220545,1.8549668212890624,35.62,6.39148618583028,1.8520512084960938,35.36,6.372878226924183
19,1.4620125122070313,62.95,4.314634050321868,1.8522285888671874,35.2,6.374008750692408,1.84849130859375,35.33,6.350231751855047
20,1.4454631958007813,63.85,4.2438174060362215,1.844574462890625,35.3,6.325407521980114,1.8413533203125,35.86,6.3050652627346295
21,1.4304085083007811,65.0,4.180406573945735,1.841732177734375,35.4,6.307454436054267,1.83875625,35.8,6.288711809647861
22,1.4153900756835938,66.6,4.118092520466516,1.8383437744140625,35.98,6.286118404454316,1.8343738647460937,36.28,6.261212551928898
23,1.402355224609375,67.0,4.06476212970299,1.8348625732421875,35.76,6.264273207522155,1.8311401000976562,36.37,6.240997966343959
24,1.3897882690429688,67.65,4.014000074936654,1.8322974609375,36.08,6.2482252344635665,1.8286079345703126,35.97,6.225214717769669
25,1.3772977294921875,68.1,3.964174867885851,1.82871865234375,36.24,6.225903997839463,1.8257800048828126,36.1,6.207635116911417
26,1.3665374145507811,69.3,3.9217477716488256,1.8260340576171874,36.12,6.209212383932886,1.8224651123046876,36.18,6.187091542018571
27,1.3571176147460937,70.25,3.8849791412053825,1.8251140625,36.06,6.203502565763235,1.8206916137695313,36.24,6.176128468602755
28,1.3466431274414064,70.4,3.8444983543671554,1.8237199462890625,36.56,6.194860187910993,1.8194519409179688,36.41,6.168476833554498
29,1.3369635620117188,70.8,3.8074648044876023,1.821961767578125,36.3,6.183978085754767,1.8172852661132812,36.01,6.155126218659246
30,1.32740283203125,71.85,3.771236123862442,1.8188262939453126,36.78,6.164618751722143,1.8153777221679688,36.52,6.1433962361935714
31,1.3193002319335938,72.2,3.740802766838785,1.8173001708984375,36.54,6.155217960176837,1.8144891235351563,36.45,6.137939647414976
32,1.311033447265625,71.85,3.7100058271022798,1.816631689453125,36.74,6.15110468615546,1.813737548828125,36.65,6.133328260340707
33,1.3031029663085938,73.5,3.680700054568159,1.81525439453125,36.8,6.142638632372039,1.8120374755859374,36.69,6.122910011482083
34,1.2942703247070313,73.1,3.648332904290507,1.8120883544921875,36.74,6.123221546371745,1.8092845336914063,36.83,6.106077176534196
35,1.2865508422851561,73.6,3.6202780862205257,1.811889453125,36.76,6.122003750349242,1.8080142822265626,36.87,6.098325847167252
36,1.2792857055664062,74.2,3.5940715831477754,1.8094934326171874,36.96,6.10735286273721,1.8058637084960938,37.07,6.085225039975626
37,1.2731312255859375,74.3,3.5720198695613212,1.8093613525390626,36.84,6.106546256363453,1.805518896484375,36.92,6.083127142998654
38,1.2665177001953125,75.85,3.548474171316245,1.806799169921875,36.94,6.0909201966521005,1.80392451171875,36.72,6.073436025492506
39,1.260414306640625,75.6,3.5268823955096757,1.806337744140625,37.22,6.0881103373624414,1.8033146484375,37.02,6.069733189096283
40,1.2545043334960937,75.7,3.5061000872002483,1.8044914794921876,36.9,6.07688044433797,1.8014365234375,36.85,6.058344169799203
41,1.2493841552734375,76.65,3.4881941099037275,1.804778955078125,36.94,6.078627650231864,1.8002619506835937,36.96,6.051232381277716
42,1.244158447265625,76.6,3.470013371000556,1.80317880859375,37.24,6.0689087334864995,1.7992707763671876,36.93,6.045237526622562
43,1.2397151489257812,76.75,3.454629269736313,1.80264501953125,37.12,6.065670080838834,1.7987338989257813,37.2,6.041992846042416
44,1.2349127807617188,76.9,3.438078641027455,1.802084521484375,37.1,6.062271237217122,1.7984546142578124,37.28,6.040305645692101
45,1.2297340087890625,77.35,3.420319640319951,1.800667529296875,37.48,6.053687129478593,1.7969834594726561,37.17,6.031425954439296
46,1.225618408203125,77.3,3.406271898080831,1.8004264404296875,37.18,6.052227828823878,1.7962732666015624,37.36,6.027143999410867
47,1.2208219604492188,77.95,3.389973012510178,1.8001799072265625,37.4,6.050735937619112,1.7960586669921874,37.19,6.025850715437028
48,1.21576806640625,78.1,3.3728836683382153,1.7994849853515624,37.16,6.046532609517688,1.7956597534179688,37.07,6.023447401179635
49,1.211582275390625,77.85,3.358794988886931,1.7981265380859375,37.5,6.038324290374413,1.7945774047851561,37.35,6.016931458017344
50,1.2075979614257812,78.45,3.345439119764019,1.798443017578125,37.12,6.04023559860847,1.7942827270507813,37.13,6.01515866350177
51,1.2033346557617188,78.95,3.3312068500309073,1.7973765380859374,37.54,6.033797245010849,1.7936326416015624,37.38,6.0112495671408865
52,1.1999267578125,78.9,3.3198737590154,1.7974256103515625,37.42,6.034093344377057,1.7934611450195312,37.43,6.010218746779996
53,1.1965779418945313,79.35,3.3087747076381135,1.7961458740234375,37.46,6.02637623490284,1.7925138305664063,37.61,6.004527875642553
54,1.19295068359375,79.25,3.2967946675993707,1.795581005859375,37.14,6.02297308807822,1.7926152587890625,37.5,6.005136935120257
55,1.1895140380859375,79.1,3.2854841991819095,1.7952328369140624,37.44,6.020876440905394,1.7915058227539062,37.68,5.998478314148391
56,1.18644775390625,80.05,3.275425400408268,1.793714599609375,37.62,6.011742257369552,1.79090859375,37.48,5.994896918483014
57,1.1836217041015624,80.55,3.2661819524692404,1.79312548828125,37.42,6.008201714893204,1.7906035522460937,37.67,5.9930685049964145
58,1.180172119140625,80.45,3.2549343911889257,1.792497900390625,37.56,6.004432223219892,1.7906521728515625,37.63,5.9933598986995555
59,1.1771376953125,80.55,3.245072510842799,1.792353076171875,37.32,6.003562698979731,1.7905688720703126,37.58,5.992860667931127
60,1.1745699462890624,80.7,3.236750667846603,1.7910664794921876,37.5,5.995843501956378,1.7895614624023437,37.68,5.986826442134497
61,1.1719641723632812,81.3,3.2283274066754406,1.79081142578125,37.5,5.994314434826414,1.7893332153320312,37.48,5.985460122473772
62,1.169226806640625,81.4,3.219502378066923,1.79041806640625,37.66,5.991956978740901,1.7887082885742187,37.53,5.981720816803197
63,1.1670770263671875,81.25,3.212588589590015,1.7900655517578126,37.72,5.989845098389338,1.7888496215820313,37.5,5.982566291143439
64,1.1643876342773438,80.9,3.203960286894345,1.7895380859375,37.76,5.986686492932413,1.7891306030273437,37.64,5.98424751745224
65,1.1620327758789062,81.7,3.1964242906889515,1.789907861328125,37.66,5.988900631610654,1.7892535278320312,37.64,5.984983175123886
66,1.1597128295898438,81.65,3.1890173531881874,1.7897779541015626,37.46,5.988122680671262,1.7890018310546876,37.46,5.983476963708482
67,1.1576373291015625,81.9,3.182405410033654,1.78853095703125,37.62,5.980660163067606,1.788560791015625,37.58,5.980838592651082
68,1.1551932373046876,82.25,3.174636816521694,1.7881311279296874,37.54,5.978269399068217,1.7883607666015624,37.34,5.979642398553985
69,1.1528623046875,82.15,3.167245569614127,1.7870235595703126,37.6,5.971651722479087,1.7880056274414062,37.44,5.9775191704175725
70,1.1508064575195311,82.25,3.160740885388903,1.7863742431640626,37.38,5.967775489630251,1.78710185546875,37.55,5.972119296620184
71,1.1489732055664061,82.3,3.1549517590723526,1.7868980712890625,37.38,5.970902397184965,1.7873703857421874,37.55,5.973723206787486
72,1.1465037231445312,82.45,3.147170273237217,1.785696142578125,37.56,5.963730109316382,1.7862838012695312,37.61,5.96723577711551
73,1.1448624877929687,82.45,3.1420092625025253,1.7862660888671875,37.5,5.967130083970589,1.786196240234375,37.63,5.9667133026483805
74,1.1430017700195312,82.5,3.136168305894616,1.7863189697265625,37.64,5.9674456392807755,1.7859939575195312,37.71,5.965506461748468
75,1.1413365478515625,82.6,3.130950234738835,1.7861295166015625,37.62,5.966315195142615,1.7859443603515626,37.74,5.965210596859558
76,1.1398128051757812,82.8,3.126183105112199,1.785277978515625,37.62,5.961236813045996,1.7852269165039063,37.83,5.960932428073312
77,1.1381651000976563,83.05,3.1210363186922487,1.7863968017578125,37.54,5.967910115771595,1.7858894165039063,37.53,5.96488285424109
78,1.136446044921875,83.3,3.115675693979749,1.7853954833984376,37.48,5.961937328635327,1.7855739135742188,37.63,5.963001213072593
79,1.1349129028320313,83.4,3.11090258030069,1.7855090576171875,37.56,5.962614489462941,1.7852419311523438,37.77,5.961021930049998
80,1.13334326171875,83.55,3.106023409986163,1.7853082763671875,37.36,5.961417428450202,1.7851333374023437,37.79,5.9603746354714895
81,1.1316515502929687,83.35,3.10077335673437,1.7850408447265624,37.52,5.9598233699672,1.7846293334960937,37.73,5.957371340272329
82,1.1302796630859375,83.25,3.0965223620437037,1.7844822021484374,37.64,5.95649488867688,1.7844109130859376,37.69,5.956070270875963
83,1.1291456909179687,83.95,3.093012982013351,1.7838224853515625,37.9,5.952566584874796,1.7840639282226562,37.83,5.954003963156811
84,1.1274610595703125,83.4,3.0878067818803756,1.783769677734375,37.66,5.952252252316948,1.7836286254882812,37.67,5.951412732976878
85,1.1258486938476562,83.6,3.08283211963226,1.7843986083984376,37.58,5.95599698374344,1.7843451538085937,37.82,5.955678616876724
86,1.1242297973632813,83.8,3.0778453711557745,1.7844773681640624,37.6,5.956466095143251,1.7840116577148437,37.75,5.95369275247978
87,1.1229279174804687,84.0,3.073840993359689,1.783513525390625,37.56,5.950727764210861,1.7832685791015626,37.9,5.949270334031142
88,1.1217550659179687,83.8,3.0702379474797685,1.782930224609375,37.56,5.947257712197405,1.7828080444335936,37.86,5.946531119593221
89,1.120750244140625,83.9,3.0671544549681684,1.7842982666015625,37.34,5.955399378286813,1.7836948974609375,37.99,5.9518071579082985
90,1.1197030639648438,83.3,3.0639442727398154,1.783867919921875,37.42,5.952837043323871,1.7834644165039062,37.9,5.950435537770711
91,1.1183824462890626,83.6,3.0599006444068366,1.783749609375,37.6,5.952132801578252,1.7835904296875,37.84,5.951185418343022
92,1.1169234619140624,83.45,3.05543955230077,1.78342822265625,37.78,5.950220172510841,1.7834407836914064,37.77,5.95029491390503
93,1.115629150390625,84.4,3.0514874198760618,1.7828051025390625,37.72,5.9465136255515745,1.7832200317382811,37.67,5.948981519653621
94,1.11451416015625,84.0,3.0480869373073007,1.7827112060546875,37.74,5.945955295040893,1.7830455932617189,37.87,5.947943878885105
95,1.113562744140625,83.95,3.0451883176933423,1.782391943359375,37.76,5.944057276326597,1.7830084350585937,37.89,5.947722868084483
96,1.1123917846679687,84.0,3.0416246124711073,1.7829009765625,37.44,5.947083769068821,1.7828609130859374,37.81,5.946845512990339
97,1.1113194580078125,84.4,3.038364745442501,1.7819440673828124,37.62,5.94139567194804,1.7827807373046876,37.81,5.946368739118477
98,1.1100072021484375,84.25,3.034380248413943,1.781839306640625,37.8,5.940773279529534,1.7819334228515624,37.81,5.941332428912739
99,1.10870947265625,84.4,3.030444997672818,1.781521533203125,37.58,5.9388857595008355,1.7820822631835938,37.88,5.942216804617921
100,1.107488037109375,84.45,3.026745764077424,1.7816982177734375,37.64,5.939935161683246,1.78245888671875,37.93,5.944455204808179
101,1.10639404296875,84.5,3.023436332525792,1.7817484619140624,37.68,5.940233616118543,1.7818313110351562,37.97,5.940725779640107
102,1.1054017333984374,84.3,3.0204376357815974,1.7817926513671876,37.52,5.94049611759333,1.7819004028320313,38.04,5.941136249238841
103,1.1043884887695312,84.7,3.01737874353497,1.7818770263671875,37.54,5.9409973680994606,1.7818052612304687,38.0,5.940571026909493
104,1.1035936889648437,84.65,3.0149814842957245,1.7819004150390625,37.18,5.941136321762477,1.7822113159179687,38.04,5.94298371342958
105,1.1025661010742187,84.55,3.011884917101961,1.7820227783203124,37.76,5.9418633431766175,1.7819680541992187,37.98,5.9415381888244765
106,1.1017469482421876,84.85,3.0094187332710027,1.7817534423828125,37.7,5.940263201340111,1.7821624877929687,37.94,5.942693535762422
107,1.1007172241210939,84.6,3.0063214571545243,1.781474072265625,37.5,5.93860390110367,1.7813476806640625,38.09,5.93785335887768
108,1.0996939697265624,84.8,3.0032467988591995,1.7813015625,37.7,5.937579522296765,1.7809936401367188,38.11,5.935751490238509
109,1.0986785888671875,84.8,3.0001989071909536,1.7813703125,37.44,5.937987744921415,1.7810957885742187,38.15,5.936357848947395
110,1.0979000244140624,84.7,2.997863968037769,1.7814110107421874,37.46,5.938229415502515,1.7811379150390625,37.98,5.936607931985139
111,1.0970416259765625,85.0,2.9952917104606573,1.7807799560546875,37.76,5.9344832501363385,1.7809458374023437,38.19,5.935467751868494
112,1.096323486328125,84.95,2.9931414449126237,1.781086767578125,37.62,5.936304297327974,1.7805974609375,38.12,5.933400334736549
113,1.095619873046875,85.4,2.9910361715753186,1.7811542236328124,37.68,5.936704750501639,1.7805579345703124,38.19,5.933165813611162
114,1.0947518310546875,85.2,2.988440953120496,1.7810364501953124,37.56,5.93600560554691,1.7802395874023438,38.33,5.931277307693516
115,1.0940228881835938,85.2,2.9862633441647204,1.7808538330078125,37.54,5.934921687872253,1.7801755615234376,38.36,5.930897564607676
116,1.0932125854492187,85.6,2.983844546922736,1.7807087158203125,37.56,5.934060491217606,1.7803714721679686,38.14,5.932059604396471
117,1.0923238525390624,85.0,2.9811938841151986,1.7813085693359374,37.44,5.937621126088098,1.7806171020507813,38.2,5.933516874469149
118,1.0914661254882811,85.25,2.9786379297894525,1.7808033935546874,37.68,5.93462234121748,1.7805898193359375,38.2,5.933354994228518
119,1.0906727294921874,85.05,2.9762756276266016,1.781126123046875,37.34,5.936537927963529,1.7805093017578124,38.22,5.932877274086919
120,1.0899266357421875,85.35,2.974055875157244,1.7803066162109376,37.64,5.93167488746939,1.7800906860351562,38.27,5.930394198142973
121,1.0892039184570312,85.4,2.9719072500870087,1.7804136474609376,37.66,5.932309796024112,1.780075146484375,38.19,5.930302043197202
122,1.0885300903320312,85.4,2.9699053699343287,1.78018935546875,37.68,5.930979375648583,1.779801220703125,38.32,5.928677803047755
123,1.0878368530273437,85.35,2.9678472342111535,1.779988818359375,37.38,5.9297901134384166,1.7801079711914063,38.15,5.930496706819249
124,1.0870803833007812,85.75,2.965602996581345,1.780141748046875,37.4,5.9306970237323915,1.7800879150390625,38.13,5.930377765066583
125,1.086455810546875,85.5,2.9637513400580775,1.78019716796875,37.42,5.9310257116059555,1.7799340698242188,38.11,5.9294654750027425
126,1.0860288696289062,85.75,2.96248626341603,1.779970166015625,37.36,5.929679509986365,1.779908349609375,38.12,5.929312969838058
127,1.0852738647460938,85.55,2.960250415965966,1.780200390625,37.52,5.9310448252938315,1.7800505737304688,38.21,5.93015632113491
128,1.08463330078125,85.6,2.958354793421149,1.7801525390625,37.54,5.930761022321946,1.7798068603515624,38.1,5.9287112388005445
129,1.0839091186523437,85.85,2.956213181300997,1.7801028564453125,37.54,5.9304663739119565,1.779986376953125,38.11,5.9297756364294445
130,1.0833814086914062,85.4,2.9546535697060494,1.78066376953125,37.48,5.933793783213265,1.7801982421875,38.17,5.931032082828403
131,1.0829171752929687,85.45,2.953282239171525,1.7804430908203126,37.5,5.932484465724778,1.7799934448242187,38.06,5.929817547467368
132,1.0823108520507811,85.9,2.9514921382539123,1.7796526611328125,37.62,5.927797106640372,1.7794992065429687,37.98,5.926887528757931
133,1.0817708740234375,85.5,2.9498988275664733,1.779996923828125,37.82,5.929838177361665,1.779541357421875,38.07,5.92713735754166
134,1.0812142333984376,85.55,2.9482572509659093,1.77940869140625,37.98,5.92635108000168,1.7792666870117186,37.86,5.925509571855127
135,1.080688720703125,85.25,2.946708311380834,1.7803925537109375,37.48,5.932184662684121,1.7799576293945312,37.96,5.929605172307113
136,1.0801387329101562,85.7,2.94508810336829,1.7792732666015625,37.76,5.9255485594059865,1.7792469970703124,38.02,5.9253929000674885
137,1.0793884887695313,85.8,2.942879396913253,1.779560009765625,37.84,5.927247913576168,1.7791171264648438,38.03,5.924623415671701
138,1.078858154296875,86.15,2.9413191002963113,1.7796179931640626,37.7,5.927591605517697,1.7792464477539063,38.05,5.92538964515285
139,1.07826171875,85.75,2.9395653160918034,1.780051513671875,37.64,5.930161895137001,1.7793246826171876,37.94,5.925853235335848
140,1.0776782836914063,85.8,2.937850770840909,1.779338623046875,37.84,5.9259358448520185,1.7791989013671874,37.91,5.925107920982858
141,1.0771687622070312,85.85,2.9363542540413845,1.7796770263671875,37.78,5.9279415405657785,1.7793029052734375,37.78,5.925724187398095
142,1.0764790649414062,86.15,2.9343297567668345,1.779620361328125,37.82,5.9276056430437345,1.7792519409179688,37.91,5.9254221943797045
143,1.0757930908203126,86.0,2.9323175727229325,1.779478173828125,37.82,5.926762871533572,1.7788764404296875,37.81,5.923197613144251
144,1.0752906494140626,85.8,2.9308446250240654,1.7799281494140624,37.9,5.929430370239039,1.7790413208007811,37.88,5.924174312681846
145,1.0748583984375,85.9,2.929578038334133,1.7793466064453125,37.84,5.9259831541478265,1.7788677978515626,37.82,5.923146421667343
146,1.0744254760742187,85.85,2.928310032980102,1.7795812255859376,37.82,5.92737366633682,1.7790730346679688,37.78,5.924362194138403
147,1.0737457275390625,85.75,2.9263201948960806,1.7790448974609374,37.82,5.924195501477961,1.7788928466796874,37.85,5.923294791402254
148,1.0732340087890626,85.85,2.9248231250558705,1.7791825439453124,37.86,5.925011002285611,1.778817919921875,37.92,5.922850994754297
149,1.072761474609375,85.9,2.923441372648072,1.7788718017578125,37.78,5.923170137437798,1.7788605102539063,37.99,5.923103256316649
150,1.0723045654296874,85.7,2.9221059305597383,1.77862490234375,37.7,5.921707890722828,1.7790834106445312,37.91,5.924423665500588
151,1.0719618530273438,85.95,2.9211046602000588,1.7784140625,38.02,5.920459490367309,1.778859326171875,37.93,5.923096242880666
152,1.0713707885742187,86.15,2.919378609225495,1.7785521484375,37.8,5.921277079013914,1.7786798828125,38.13,5.9220334779488475
153,1.0709695434570312,85.9,2.918207457788432,1.7788421630859375,37.68,5.922994585143216,1.7787199584960938,38.15,5.922270812244378
154,1.0706107177734374,85.85,2.9171605178482256,1.7786662109375,37.72,5.921952513200863,1.7786799438476562,38.03,5.922033839401098
155,1.0701137084960937,85.75,2.915711022243573,1.7783898193359375,37.76,5.920315961436363,1.7785916381835938,37.96,5.921510913359315
156,1.0697334594726562,85.85,2.9146025367383612,1.7786960205078124,37.72,5.922129046691873,1.77861650390625,38.0,5.921658157838055
157,1.0692890625,85.65,2.913307583952399,1.778816943359375,37.9,5.922845210722946,1.77846318359375,38.08,5.92075031695578
158,1.068881103515625,85.7,2.9121193163479804,1.77845849609375,37.76,5.920722563503715,1.7783996948242187,38.1,5.920374427735952
159,1.068426513671875,85.75,2.910795797334923,1.77858935546875,37.68,5.9214973962538835,1.7783371215820312,38.06,5.920003982303151
160,1.0680845336914062,85.65,2.9098005336348325,1.778406201171875,37.84,5.920412947875548,1.7781929443359374,38.13,5.919150513958955
161,1.067797607421875,85.85,2.908965755188296,1.7781923095703125,37.84,5.919146756686873,1.7783729858398438,38.14,5.920216302659558
162,1.0673963012695313,85.9,2.9077986035420142,1.7780213623046874,37.98,5.918134981216572,1.7786584838867188,38.12,5.921906754149862
163,1.0670494384765625,85.8,2.9067901713009214,1.777964453125,37.94,5.917798194592728,1.7781656616210937,38.2,5.918989025666295
164,1.06666162109375,85.8,2.905663086110043,1.7780646484375,37.8,5.918391159937825,1.7784710693359376,38.15,5.920797006650427
165,1.0661929931640626,86.0,2.904301730243235,1.7784079833984374,37.88,5.920423499402165,1.7784719604492187,38.24,5.920802282753626
166,1.065947265625,86.0,2.9035881510029933,1.7781202392578126,37.92,5.918720177302425,1.778395361328125,38.29,5.920348771872086
167,1.0654159545898438,86.2,2.9020458523332495,1.778392822265625,37.8,5.920333739755615,1.7786258911132813,38.26,5.9217137459300595
168,1.0650211791992188,86.1,2.9009004221569814,1.77774423828125,37.98,5.916495151067991,1.7780829833984375,38.29,5.918499674403357
169,1.064628173828125,86.1,2.8997605767074286,1.777744677734375,37.86,5.916497751090845,1.7782618774414063,38.19,5.919558553449173
170,1.0643128051757813,86.2,2.89884622730838,1.77744921875,37.78,5.914749926892147,1.7783746459960939,38.18,5.9202261311518125
171,1.06383056640625,86.05,2.8974486282859635,1.77764658203125,38.04,5.915917396549522,1.7783218017578124,38.25,5.919913289577468
172,1.063505615234375,86.3,2.896507251917715,1.777776904296875,38.0,5.916688422547728,1.7781488403320314,38.3,5.918889461478339
173,1.0629555053710937,86.55,2.8949142929007747,1.776824560546875,37.96,5.911056383552055,1.7779167846679687,38.21,5.9175161090071144
174,1.0625369262695312,86.4,2.8937027958483146,1.7769225830078126,37.98,5.911635828244345,1.777650048828125,38.12,5.915937905869018
175,1.0621941528320313,86.35,2.892711081370279,1.776875146484375,38.1,5.9113554074439705,1.7774671630859376,38.16,5.9148560641041
176,1.0617435302734375,86.55,2.891407854155363,1.777044970703125,37.96,5.912359384005148,1.777569580078125,38.11,5.915461876893639
177,1.0613541259765624,86.45,2.8902821467048208,1.7771295654296875,37.96,5.912859559586387,1.7775599243164062,38.14,5.915404758879059
178,1.0609834594726562,86.55,2.8892110144548857,1.7770094482421874,37.92,5.912149366180078,1.7772736450195312,38.14,5.913711543341797
179,1.06054296875,86.4,2.8879386240658773,1.7770005615234374,38.06,5.912096826804904,1.7773094970703125,38.07,5.9139235658290525
180,1.0601548461914063,86.6,2.886817967428172,1.7775106689453124,37.9,5.915113400598029,1.7774987182617188,37.99,5.915042711371751
181,1.0598323364257813,86.35,2.8858870905586036,1.777142138671875,37.94,5.912933903869024,1.7773686767578125,38.09,5.914273560333758
182,1.0594747924804688,86.45,2.8848554435430813,1.7772879638671875,37.88,5.913796221482714,1.7774018432617187,38.13,5.914469719363836
183,1.0591790771484375,86.45,2.8840024736820804,1.7771358154296875,38.04,5.91289651507412,1.7773792358398437,38.05,5.914336009963141
184,1.0589682006835937,86.25,2.883394369555507,1.7776216552734374,38.04,5.9157699337472325,1.7776788818359375,38.01,5.916108482611984
185,1.058582763671875,86.55,2.882283216799554,1.7773593994140624,37.98,5.914218691839423,1.7772271240234374,38.02,5.9134364379893265
186,1.0580645141601563,86.55,2.8807898619284535,1.777298388671875,38.08,5.913857871974631,1.777436669921875,38.13,5.9146757041776175
187,1.0576671752929687,86.7,2.8796454395249165,1.7770217041015626,38.06,5.912221825095337,1.777074072265625,38.1,5.9125314454049
188,1.0573193969726562,86.25,2.8786441353968892,1.77739560546875,38.06,5.914432826241272,1.7774439208984374,38.02,5.914718591508009
189,1.05698291015625,86.45,2.877675672542832,1.7772085693359374,38.16,5.91332671704209,1.777059521484375,38.14,5.912445414079117
190,1.0566461181640625,86.45,2.8767066576076017,1.77711533203125,38.12,5.91277540009931,1.7772626342773437,38.22,5.913646429347099
191,1.0563485107421875,86.35,2.875850655738313,1.7772196533203124,38.1,5.913392260626267,1.7772316040039062,38.07,5.913462930128414
192,1.0559139404296876,86.65,2.874601167934962,1.77754140625,38.16,5.915295218035159,1.777472119140625,38.2,5.914885378526864
193,1.0554815673828124,86.6,2.873358536528954,1.7772634521484374,38.14,5.91365126594955,1.7775977294921874,38.1,5.915628396023079
194,1.0551824951171875,86.65,2.8724993231713283,1.77716591796875,38.26,5.913074510951488,1.7773199829101562,38.15,5.913985578609539
195,1.0549325561523437,86.7,2.871781463378284,1.7772368408203125,38.28,5.9134938979291904,1.7772654174804687,38.24,5.913662888249226
196,1.0546629638671876,86.6,2.8710073576022643,1.777710498046875,38.16,5.916295530502556,1.777561767578125,38.18,5.915415662528251
197,1.054330078125,86.85,2.870051799241904,1.777424267578125,37.98,5.914602348791255,1.7774131225585938,38.22,5.914536430799887
198,1.05412646484375,86.85,2.8694674780674974,1.7774783203125,38.08,5.914922057861444,1.77710380859375,38.21,5.912707264994111
199,1.053798828125,86.55,2.8685274891542734,1.7778246826171875,38.12,5.916971118735691,1.7770461059570313,38.21,5.912366096038044
200,1.0533566284179687,86.75,2.8672593075543893,1.777483984375,38.32,5.914955560444543,1.7769773803710938,38.24,5.911959779176159
